subject_1,subject_2,number_students,PPE_TakingSubj2,PPE_NOTTakingSubj2,Performance_Diff
Geography,English Literature,14848,43.83,39.8,4.03
Geography,Environmental Science,3793,29.2,31.65,-2.45
Geography,Film Studies,1591,27.01,31.99,-4.98
Geography,French,3351,43.35,36.97,6.38
Geography,Geology,1859,33.22,36.09,-2.87
Geography,German,1192,37.78,30.81,6.97
Geography,Government & Politics,11179,34.92,31.58,3.34
Geography,Gujarati,0,NA,31.5,NA
Geography,History,17444,41.01,37.45,3.56
Geography,History of Art,287,42.99,34.2,8.79
Geography,Home Economics: Food,0,NA,33.52,NA
Geography,Information & Communications Technology,0,NA,40.15,NA
Geography,Irish,0,NA,35.49,NA
Geography,Italian,136,40.53,40.36,0.17
Geography,Japanese,39,32.1,32.05,0.05
Geography,Latin,188,44.47,32.62,11.85
Geography,Law,3243,27.73,32.08,-4.35
Geography,Logic/ Philosophy,1066,33.36,30.73,2.63
Geography,Mathematics,38815,40.21,34.55,5.66
Geography,Mathematics (Further),2436,41.64,30.57,11.07
Geography,Mathematics (Statistics),378,27.8,34.63,-6.83
Geography,Media/Film/Tv Studies,4186,34.5,40.22,-5.72
Geography,Modern Greek,25,34.27,39.93,-5.66
Geography,Modern Hebrew,10,33.39,39.05,-5.66
Geography,Music,1487,41.35,39.03,2.32
Geography,Music Technology,351,33.26,39.51,-6.25
Geography,Other Classical Languages,5,33.93,39.59,-5.66
Geography,Persian,5,30.7,36.36,-5.66
Geography,Physical Education/Sports Studies,10314,36.57,37.24,-0.67
Geography,Physics,12445,37.19,35.98,1.21
Geography,Polish,269,37.57,40.44,-2.87
Geography,Portuguese,43,37.56,39.47,-1.91
Geography,Psychology,32578,40.72,40.6,0.12
Geography,Punjabi,36,35,39.23,-4.23
Geography,Religious Studies,5880,42.4,39.88,2.52
Geography,Russian,216,37.47,32.85,4.62
Geography,Sociology,14645,30.93,33.84,-2.91
Geography,Spanish,3591,39.88,34.51,5.37
Geography,Turkish,77,43.27,40.47,2.8
Geography,Urdu,0,NA,38.28,NA
Geology,Accounting/Finance,13,27.4,38.67,-11.27
Geology,Ancient History,39,27.55,38.89,-11.34
Geology,Arabic,0,NA,37.11,NA
Geology,Art & Design,84,29.04,31.77,-2.73
Geology,Art & Design (3d Studies),67,27.92,34.73,-6.81
Geology,Art & Design (Critical Studies),0,NA,36.57,NA
Geology,Art & Design (Fine Art),132,30.95,34.45,-3.5
Geology,Art & Design (Graphics),122,27.94,33.86,-5.92
Geology,Art & Design (Photography),62,20.29,29.99,-9.7
Geology,Art & Design (Textiles),35,33.36,29.57,3.79
Geology,Bengali,0,NA,34.54,NA
Geology,Biology,1575,43.39,35.57,7.82
Geology,Business  Studies:Single,211,31.79,39.59,-7.8
Geology,Chemistry,1031,46.58,34.39,12.19
Geology,Chinese,8,63.79,38.33,25.46
Geology,Classical Civilisation,130,26.48,32.69,-6.21
Geology,Classical Greek,7,50.06,34.62,15.44
Geology,Computer Studies/Computing,109,37.01,33.61,3.4
Geology,D&T Engineering,37,33.63,35.35,-1.72
Geology,D&T Product Design,111,34.41,39.54,-5.13
Geology,D&T Textiles Technology,0,NA,30.05,NA
Geology,Dance,14,21.81,29.74,-7.93
Geology,Design & Technology,0,NA,30.23,NA
Geology,Drama & Theatre Studies,66,35.12,34.68,0.44
Geology,Economics,161,31.69,32.96,-1.27
Geology,Electronics,6,44.33,38.89,5.44
Geology,English Language,103,34.47,34.83,-0.36
Geology,English Language & Literature,0,NA,38.52,NA
Geology,English Literature,113,35.19,34.99,0.2
Geology,Environmental Science,719,26.5,31.57,-5.07
Geology,Film Studies,67,26.95,37,-10.05
Geology,French,45,48.12,38.33,9.79
Geology,Geography,1857,33.05,36.65,-3.6
Geology,German,27,42.8,29.82,12.98
Geology,Government & Politics,85,38.58,36.45,2.13
Geology,Gujarati,0,NA,32.08,NA
Geology,History,310,29.48,30.11,-0.63
Geology,History of Art,16,36.97,38.21,-1.24
Geology,Home Economics: Food,0,NA,30.5,NA
Geology,Information & Communications Technology,0,NA,32.54,NA
Geology,Irish,0,NA,33.76,NA
Geology,Italian,0,NA,38.15,NA
Geology,Japanese,0,NA,36.83,NA
Geology,Latin,0,NA,34.54,NA
Geology,Law,37,24.48,38.06,-13.58
Geology,Logic/ Philosophy,29,32.7,38.97,-6.27
Geology,Mathematics,1317,45.22,33.4,11.82
Geology,Mathematics (Further),148,56.71,37.4,19.31
Geology,Mathematics (Statistics),49,24,29.62,-5.62
Geology,Media/Film/Tv Studies,41,25.13,38.83,-13.7
Geology,Modern Greek,0,NA,31.91,NA
Geology,Modern Hebrew,0,NA,34.52,NA
Geology,Music,75,37.18,34.01,3.17
Geology,Music Technology,35,31.4,35.99,-4.59
Geology,Other Classical Languages,0,NA,39.29,NA
Geology,Persian,0,NA,29.98,NA
Geology,Physical Education/Sports Studies,135,26.15,30.84,-4.69
Geology,Physics,858,42.55,32.8,9.75
Geology,Polish,0,NA,35.5,NA
Geology,Portuguese,0,NA,33.97,NA
Geology,Psychology,328,31.93,36.81,-4.88
Geology,Punjabi,0,NA,31.14,NA
Geology,Religious Studies,56,34.38,32.94,1.44
Geology,Russian,0,NA,33.68,NA
Geology,Sociology,68,31.64,37.72,-6.08
Geology,Spanish,32,44.59,35.11,9.48
Geology,Turkish,0,NA,33.42,NA
Geology,Urdu,0,NA,38.15,NA
German,Accounting/Finance,0,NA,42.97,NA
German,Ancient History,63,38.35,43.37,-5.02
German,Arabic,0,NA,44.16,NA
German,Art & Design,141,40.34,45.86,-5.52
German,Art & Design (3d Studies),24,39.14,41.41,-2.27
German,Art & Design (Critical Studies),0,NA,43.07,NA
German,Art & Design (Fine Art),526,46.59,47.11,-0.52
German,Art & Design (Graphics),91,35.76,42.44,-6.68
German,Art & Design (Photography),200,42.83,43.86,-1.03
German,Art & Design (Textiles),63,37.45,42.46,-5.01
German,Bengali,0,NA,44.53,NA
German,Biology,2124,42.05,39.67,2.38
German,Business  Studies:Single,737,37.18,41.81,-4.63
German,Chemistry,1775,43.51,40.09,3.42
German,Chinese,30,55.26,42.5,12.76
German,Classical Civilisation,227,38.28,37.48,0.8
German,Classical Greek,46,57.63,43.19,14.44
German,Computer Studies/Computing,453,43.31,44.13,-0.82
German,D&T Engineering,16,28.76,37.7,-8.94
German,D&T Product Design,222,38.61,39.5,-0.89
German,D&T Textiles Technology,0,NA,38.8,NA
German,Dance,0,NA,42.82,NA
German,Design & Technology,0,NA,39.75,NA
German,Drama & Theatre Studies,322,37.96,40.47,-2.51
German,Economics,1548,42.5,38.14,4.36
German,Electronics,4,19.4,41.67,-22.27
German,English Language,417,38.21,45.19,-6.98
German,English Language & Literature,136,36.89,42.55,-5.66
German,English Literature,2160,39.86,38.52,1.34
German,Environmental Science,72,32.38,37.76,-5.38
German,Film Studies,128,41.1,45.22,-4.12
German,French,1308,46.47,40.27,6.2
German,Geography,1145,43.43,45.04,-1.61
German,Geology,27,45.43,40.19,5.24
German,Government & Politics,969,40.33,40.35,-0.02
German,Gujarati,0,NA,40.92,NA
German,History,2788,38.11,37.15,0.96
German,History of Art,49,49.17,41.41,7.76
German,Home Economics: Food,0,NA,41.7,NA
German,Information & Communications Technology,0,NA,44.87,NA
German,Irish,0,NA,40.12,NA
German,Italian,46,47.9,44.44,3.46
German,Japanese,11,33.79,41.06,-7.27
German,Latin,306,55.6,47,8.6
German,Law,185,33.98,41.36,-7.38
German,Logic/ Philosophy,194,46.41,43.63,2.78
German,Mathematics,4407,44.45,38.16,6.29
German,Mathematics (Further),954,52.44,44.59,7.85
German,Mathematics (Statistics),11,36.25,43.52,-7.27
German,Media/Film/Tv Studies,133,35.33,42.67,-7.34
German,Modern Greek,0,NA,39.19,NA
German,Modern Hebrew,0,NA,41.42,NA
German,Music,455,40.46,39.45,1.01
German,Music Technology,28,48.7,40.95,7.75
German,Other Classical Languages,0,NA,41.28,NA
German,Persian,0,NA,43.8,NA
German,Physical Education/Sports Studies,271,35.26,42.17,-6.91
German,Physics,1467,49.69,46.52,3.17
German,Polish,46,29.02,40.22,-11.2
German,Portuguese,6,42.6,44.86,-2.26
German,Psychology,1523,38.98,42.17,-3.19
German,Punjabi,0,NA,40.7,NA
German,Religious Studies,523,43.08,43.45,-0.37
German,Russian,158,39.56,39.9,-0.34
German,Sociology,571,37.17,42.84,-5.67
German,Spanish,514,42.53,38.02,4.51
German,Turkish,13,22.24,41.19,-18.95
German,Urdu,0,NA,43.11,NA
Government & Politics,Accounting/Finance,103,32.53,35,-2.47
Government & Politics,Ancient History,510,33.92,33.03,0.89
Government & Politics,Arabic,72,26.2,35.54,-9.34
Government & Politics,Art & Design,605,32.51,33.23,-0.72
Government & Politics,Art & Design (3d Studies),158,39.79,41.64,-1.85
Government & Politics,Art & Design (Critical Studies),49,42.92,38.34,4.58
Government & Politics,Art & Design (Fine Art),2039,37.05,36.81,0.24
Government & Politics,Art & Design (Graphics),389,36.72,39.04,-2.32
Government & Politics,Art & Design (Photography),956,27.49,34.39,-6.9
Government & Politics,Art & Design (Textiles),390,40.32,41.57,-1.25
Government & Politics,Bengali,9,24.45,36.12,-11.67
Government & Politics,Biology,4056,34.94,31.89,3.05
Government & Politics,Business  Studies:Single,11020,29.03,34.56,-5.53
Government & Politics,Chemistry,2131,39.06,34.06,5
Government & Politics,Chinese,161,45.09,41.39,3.7
Government & Politics,Classical Civilisation,2168,43.38,41.19,2.19
Government & Politics,Classical Greek,29,51.17,35.34,15.83
Government & Politics,Computer Studies/Computing,1383,36.93,38.87,-1.94
Government & Politics,D&T Engineering,21,31.88,36.06,-4.18
Government & Politics,D&T Product Design,805,37.63,40.55,-2.92
Government & Politics,D&T Textiles Technology,22,38.13,39.8,-1.67
Government & Politics,Dance,67,27.89,37.43,-9.54
Government & Politics,Design & Technology,0,NA,38.34,NA
Government & Politics,Drama & Theatre Studies,2408,42.31,40.87,1.44
Government & Politics,Economics,22962,44.72,40.48,4.24
Government & Politics,Electronics,16,35.82,39.16,-3.34
Government & Politics,English Language,3722,29.64,32.55,-2.91
Government & Politics,English Language & Literature,2539,29.43,32.17,-2.74
Government & Politics,English Literature,22552,39.47,36.15,3.32
Government & Politics,Environmental Science,216,36.24,38.92,-2.68
Government & Politics,Film Studies,1705,36.57,40.81,-4.24
Government & Politics,French,3035,40.56,34.09,6.47
Government & Politics,Geography,11188,41.76,39.65,2.11
Government & Politics,Geology,90,37.33,33.33,4
Government & Politics,German,966,39.03,33.09,5.94
Government & Politics,Gujarati,0,NA,41.67,NA
Government & Politics,History,44221,39.79,34.27,5.52
Government & Politics,History of Art,392,46.52,38.75,7.77
Government & Politics,Home Economics: Food,0,NA,33.1,NA
Government & Politics,Information & Communications Technology,0,NA,38.7,NA
Government & Politics,Irish,0,NA,33.51,NA
Government & Politics,Italian,223,36.42,33.63,2.79
Government & Politics,Japanese,42,38.3,34.97,3.33
Government & Politics,Latin,401,55.04,40.6,14.44
Government & Politics,Law,6898,32.8,38.2,-5.4
Government & Politics,Logic/ Philosophy,2586,36.96,34.59,2.37
Government & Politics,Mathematics,13480,48.07,40.85,7.22
Government & Politics,Mathematics (Further),1075,49.69,38.22,11.47
Government & Politics,Mathematics (Statistics),44,32.54,40.33,-7.79
Government & Politics,Media/Film/Tv Studies,2483,28.57,36.06,-7.49
Government & Politics,Modern Greek,39,34.92,35.88,-0.96
Government & Politics,Modern Hebrew,34,48.47,37.14,11.33
Government & Politics,Music,1092,45.97,40.89,5.08
Government & Politics,Music Technology,238,29.55,31.68,-2.13
Government & Politics,Other Classical Languages,0,NA,36.91,NA
Government & Politics,Persian,38,31.4,40.58,-9.18
Government & Politics,Physical Education/Sports Studies,1118,30.72,31.82,-1.1
Government & Politics,Physics,1560,34.89,31.67,3.22
Government & Politics,Polish,198,34.74,33.17,1.57
Government & Politics,Portuguese,88,31.13,38.92,-7.79
Government & Politics,Psychology,14818,34.98,37.84,-2.86
Government & Politics,Punjabi,13,26.18,39.52,-13.34
Government & Politics,Religious Studies,9001,37.82,36.27,1.55
Government & Politics,Russian,407,33.52,33.58,-0.06
Government & Politics,Sociology,16169,31.28,36.89,-5.61
Government & Politics,Spanish,2985,46.97,40.54,6.43
Government & Politics,Turkish,134,30.57,37.62,-7.05
Government & Politics,Urdu,11,38.48,40.15,-1.67
Gujarati,Accounting/Finance,0,NA,56.97,NA
Gujarati,Ancient History,0,NA,51.69,NA
Gujarati,Arabic,0,NA,59.16,NA
Gujarati,Art & Design,0,NA,53.59,NA
Gujarati,Art & Design (3d Studies),0,NA,59.14,NA
Gujarati,Art & Design (Critical Studies),0,NA,57.35,NA
Gujarati,Art & Design (Fine Art),0,NA,53.94,NA
Gujarati,Art & Design (Graphics),0,NA,52.27,NA
Gujarati,Art & Design (Photography),0,NA,57.49,NA
Gujarati,Art & Design (Textiles),0,NA,50.09,NA
Gujarati,Bengali,0,NA,56.3,NA
Gujarati,Biology,0,NA,56.03,NA
Gujarati,Business  Studies:Single,0,NA,51.41,NA
Gujarati,Chemistry,0,NA,53.33,NA
Gujarati,Chinese,0,NA,58.54,NA
Gujarati,Classical Civilisation,0,NA,57.19,NA
Gujarati,Classical Greek,0,NA,51.45,NA
Gujarati,Computer Studies/Computing,0,NA,59.73,NA
Gujarati,D&T Engineering,0,NA,51.55,NA
Gujarati,D&T Product Design,0,NA,50.41,NA
Gujarati,D&T Textiles Technology,0,NA,51.81,NA
Gujarati,Dance,0,NA,50.92,NA
Gujarati,Design & Technology,0,NA,54.03,NA
Gujarati,Drama & Theatre Studies,0,NA,58.06,NA
Gujarati,Economics,8,63.64,53.64,10
Gujarati,Electronics,0,NA,50.36,NA
Gujarati,English Language,0,NA,59.49,NA
Gujarati,English Language & Literature,0,NA,56.08,NA
Gujarati,English Literature,0,NA,50.48,NA
Gujarati,Environmental Science,0,NA,55.92,NA
Gujarati,Film Studies,0,NA,52.17,NA
Gujarati,French,0,NA,55.45,NA
Gujarati,Geography,0,NA,55.4,NA
Gujarati,Geology,0,NA,59.86,NA
Gujarati,German,0,NA,59.39,NA
Gujarati,Government & Politics,0,NA,53.81,NA
Gujarati,History,0,NA,51.15,NA
Gujarati,History of Art,0,NA,59.63,NA
Gujarati,Home Economics: Food,0,NA,51.33,NA
Gujarati,Information & Communications Technology,0,NA,57.52,NA
Gujarati,Irish,0,NA,52.29,NA
Gujarati,Italian,0,NA,55.57,NA
Gujarati,Japanese,0,NA,59.32,NA
Gujarati,Latin,0,NA,56.78,NA
Gujarati,Law,0,NA,58.57,NA
Gujarati,Logic/ Philosophy,0,NA,50.09,NA
Gujarati,Mathematics,0,NA,50.42,NA
Gujarati,Mathematics (Further),0,NA,57.78,NA
Gujarati,Mathematics (Statistics),0,NA,53.43,NA
Gujarati,Media/Film/Tv Studies,0,NA,57.21,NA
Gujarati,Modern Greek,0,NA,51.42,NA
Gujarati,Modern Hebrew,0,NA,56.55,NA
Gujarati,Music,0,NA,59.04,NA
Gujarati,Music Technology,0,NA,55.68,NA
Gujarati,Other Classical Languages,0,NA,59.4,NA
Gujarati,Persian,0,NA,51.33,NA
Gujarati,Physical Education/Sports Studies,0,NA,58.69,NA
Gujarati,Physics,0,NA,58.88,NA
Gujarati,Polish,0,NA,57.21,NA
Gujarati,Portuguese,0,NA,53.3,NA
Gujarati,Psychology,0,NA,59.06,NA
Gujarati,Punjabi,0,NA,58.28,NA
Gujarati,Religious Studies,0,NA,52.78,NA
Gujarati,Russian,0,NA,54.44,NA
Gujarati,Sociology,0,NA,52.26,NA
Gujarati,Spanish,0,NA,59.73,NA
Gujarati,Turkish,0,NA,54.18,NA
Gujarati,Urdu,0,NA,53.57,NA
History,Accounting/Finance,384,25.8,32.12,-6.32
History,Ancient History,898,33.35,34.82,-1.47
History,Arabic,47,36.18,33.74,2.44
History,Art & Design,3050,30.63,32.47,-1.84
History,Art & Design (3d Studies),466,32.95,41.05,-8.1
History,Art & Design (Critical Studies),44,39.47,40.78,-1.31
History,Art & Design (Fine Art),8062,38.05,38.29,-0.24
History,Art & Design (Graphics),1276,27.66,31.92,-4.26
History,Art & Design (Photography),3052,30.18,37.54,-7.36
History,Art & Design (Textiles),1456,35.03,38.36,-3.33
History,Bengali,5,29.89,36.19,-6.3
History,Biology,22845,35.2,32.06,3.14
History,Business  Studies:Single,17788,36.09,40.39,-4.3
History,Chemistry,12161,41.5,36.29,5.21
History,Chinese,412,45.45,37.37,8.08
History,Classical Civilisation,6504,41,37.74,3.26
History,Classical Greek,333,49.25,32.28,16.97
History,Computer Studies/Computing,3874,38.07,40.16,-2.09
History,D&T Engineering,77,35.61,39.25,-3.64
History,D&T Product Design,2545,29.24,33.98,-4.74
History,D&T Textiles Technology,170,32.69,31.99,0.7
History,Dance,390,31.35,32.65,-1.3
History,Design & Technology,0,NA,39.98,NA
History,Drama & Theatre Studies,6984,34.43,32.87,1.56
History,Economics,28194,40.55,35.96,4.59
History,Electronics,33,27.84,37.01,-9.17
History,English Language,10608,31.13,34.42,-3.29
History,English Language & Literature,6938,30.46,32.83,-2.37
History,English Literature,59586,44.11,39.88,4.23
History,Environmental Science,638,31.74,34.64,-2.9
History,Film Studies,4515,34.65,39.03,-4.38
History,French,7978,41.87,33.59,8.28
History,Geography,16897,34.79,33.23,1.56
History,Geology,328,35.9,36.34,-0.44
History,German,2893,42.97,34.87,8.1
History,Government & Politics,44165,42.31,38.77,3.54
History,Gujarati,0,NA,36.78,NA
History,History of Art,712,42.38,33.94,8.44
History,Home Economics: Food,0,NA,40.11,NA
History,Information & Communications Technology,0,NA,36.02,NA
History,Irish,0,NA,34.01,NA
History,Italian,363,45.68,38.64,7.04
History,Japanese,63,38.03,31.33,6.7
History,Latin,1836,53.67,38.84,14.83
History,Law,12152,33.26,37.28,-4.02
History,Logic/ Philosophy,4045,43.2,40.33,2.87
History,Mathematics,35496,38.98,32.06,6.92
History,Mathematics (Further),3535,46.23,35.28,10.95
History,Mathematics (Statistics),252,32.85,38.76,-5.91
History,Media/Film/Tv Studies,5929,29.47,35.57,-6.1
History,Modern Greek,77,35.56,36.87,-1.31
History,Modern Hebrew,14,46.86,33.17,13.69
History,Music,3142,36.96,33.09,3.87
History,Music Technology,566,32.85,36.43,-3.58
History,Other Classical Languages,5,28.45,34.76,-6.31
History,Persian,42,26.78,36.42,-9.64
History,Physical Education/Sports Studies,5284,33.63,35.78,-2.15
History,Physics,7057,34.28,31.63,2.65
History,Polish,427,35.52,35.16,0.36
History,Portuguese,66,28,33.54,-5.54
History,Psychology,43614,36.99,38.23,-1.24
History,Punjabi,41,33.57,38.63,-5.06
History,Religious Studies,16950,36.77,35.05,1.72
History,Russian,694,46.57,40.96,5.61
History,Sociology,29155,32.95,37.61,-4.66
History,Spanish,6930,40.64,33.43,7.21
History,Turkish,120,32.73,34.5,-1.77
History,Urdu,15,34.96,41.27,-6.31
History of Art,Accounting/Finance,0,NA,40.17,NA
History of Art,Ancient History,46,49.33,43.87,5.46
History of Art,Arabic,0,NA,39.42,NA
History of Art,Art & Design,137,35.63,35.5,0.13
History of Art,Art & Design (3d Studies),82,31.67,37.43,-5.76
History of Art,Art & Design (Critical Studies),0,NA,40.88,NA
History of Art,Art & Design (Fine Art),1185,42.45,43.01,-0.56
History of Art,Art & Design (Graphics),74,32.7,36.92,-4.22
History of Art,Art & Design (Photography),294,26.96,37.94,-10.98
History of Art,Art & Design (Textiles),162,36.08,41.61,-5.53
History of Art,Bengali,0,NA,35.35,NA
History of Art,Biology,128,37.68,40.34,-2.66
History of Art,Business  Studies:Single,306,37.66,43.4,-5.74
History of Art,Chemistry,50,46.24,44.02,2.22
History of Art,Chinese,30,44.82,45.13,-0.31
History of Art,Classical Civilisation,273,43.7,43.79,-0.09
History of Art,Classical Greek,22,50.54,37.47,13.07
History of Art,Computer Studies/Computing,18,35.99,36.3,-0.31
History of Art,D&T Engineering,0,NA,43.64,NA
History of Art,D&T Product Design,79,31.81,36.49,-4.68
History of Art,D&T Textiles Technology,51,40.62,44.31,-3.69
History of Art,Dance,0,NA,35.38,NA
History of Art,Design & Technology,0,NA,36.15,NA
History of Art,Drama & Theatre Studies,166,41.02,36.16,4.86
History of Art,Economics,327,38.8,38.13,0.67
History of Art,Electronics,0,NA,44.23,NA
History of Art,English Language,42,37.14,45.03,-7.89
History of Art,English Language & Literature,75,43.33,42.8,0.53
History of Art,English Literature,1319,43.83,37.76,6.07
History of Art,Environmental Science,0,NA,38.48,NA
History of Art,Film Studies,95,36.57,42.3,-5.73
History of Art,French,374,45,38.88,6.12
History of Art,Geography,273,42.98,41.65,1.33
History of Art,Geology,19,46.15,43.11,3.04
History of Art,German,46,48.18,42.73,5.45
History of Art,Government & Politics,385,44.01,41.67,2.34
History of Art,Gujarati,0,NA,37.14,NA
History of Art,History,699,45.65,41.65,4
History of Art,Home Economics: Food,0,NA,38.69,NA
History of Art,Information & Communications Technology,0,NA,40.73,NA
History of Art,Irish,0,NA,43.69,NA
History of Art,Italian,42,48.55,38.77,9.78
History of Art,Japanese,31,33.22,41.93,-8.71
History of Art,Latin,109,54.67,41.37,13.3
History of Art,Law,22,34.22,39.56,-5.34
History of Art,Logic/ Philosophy,154,37.02,35.69,1.33
History of Art,Mathematics,360,49.15,44.47,4.68
History of Art,Mathematics (Further),27,49.29,42.06,7.23
History of Art,Mathematics (Statistics),0,NA,44.26,NA
History of Art,Media/Film/Tv Studies,45,40.78,44.88,-4.1
History of Art,Modern Greek,0,NA,38.27,NA
History of Art,Modern Hebrew,0,NA,36.99,NA
History of Art,Music,100,38.7,40.22,-1.52
History of Art,Music Technology,31,45.13,43.43,1.7
History of Art,Other Classical Languages,0,NA,35.33,NA
History of Art,Persian,0,NA,36.42,NA
History of Art,Physical Education/Sports Studies,26,33.18,41.54,-8.36
History of Art,Physics,76,38.7,36.47,2.23
History of Art,Polish,9,23.11,38.46,-15.35
History of Art,Portuguese,0,NA,42.37,NA
History of Art,Psychology,362,33.59,38.54,-4.95
History of Art,Punjabi,0,NA,44.35,NA
History of Art,Religious Studies,537,43.31,40.3,3.01
History of Art,Russian,57,29.5,38.11,-8.61
History of Art,Sociology,181,35.98,41.37,-5.39
History of Art,Spanish,148,45.97,39.26,6.71
History of Art,Turkish,7,50.32,40.61,9.71
History of Art,Urdu,0,NA,40.34,NA
Home Economics: Food,Accounting/Finance,0,NA,NA,NA
Home Economics: Food,Ancient History,0,NA,NA,NA
Home Economics: Food,Arabic,0,NA,NA,NA
Home Economics: Food,Art & Design,0,NA,NA,NA
Home Economics: Food,Art & Design (3d Studies),0,NA,NA,NA
Home Economics: Food,Art & Design (Critical Studies),0,NA,NA,NA
Home Economics: Food,Art & Design (Fine Art),0,NA,NA,NA
Home Economics: Food,Art & Design (Graphics),0,NA,NA,NA
Home Economics: Food,Art & Design (Photography),0,NA,NA,NA
Home Economics: Food,Art & Design (Textiles),0,NA,NA,NA
Home Economics: Food,Bengali,0,NA,NA,NA
Home Economics: Food,Biology,0,NA,NA,NA
Home Economics: Food,Business  Studies:Single,0,NA,NA,NA
Home Economics: Food,Chemistry,0,NA,NA,NA
Home Economics: Food,Chinese,0,NA,NA,NA
Home Economics: Food,Classical Civilisation,0,NA,NA,NA
Home Economics: Food,Classical Greek,0,NA,NA,NA
Home Economics: Food,Computer Studies/Computing,0,NA,NA,NA
Home Economics: Food,D&T Engineering,0,NA,NA,NA
Home Economics: Food,D&T Product Design,0,NA,NA,NA
Home Economics: Food,D&T Textiles Technology,0,NA,NA,NA
Home Economics: Food,Dance,0,NA,NA,NA
Home Economics: Food,Design & Technology,0,NA,NA,NA
Home Economics: Food,Drama & Theatre Studies,0,NA,NA,NA
Home Economics: Food,Economics,0,NA,NA,NA
Home Economics: Food,Electronics,0,NA,NA,NA
Home Economics: Food,English Language,0,NA,NA,NA
Home Economics: Food,English Language & Literature,0,NA,NA,NA
Home Economics: Food,English Literature,0,NA,NA,NA
Home Economics: Food,Environmental Science,0,NA,NA,NA
Home Economics: Food,Film Studies,0,NA,NA,NA
Home Economics: Food,French,0,NA,NA,NA
Home Economics: Food,Geography,0,NA,NA,NA
Home Economics: Food,Geology,0,NA,NA,NA
Home Economics: Food,German,0,NA,NA,NA
Home Economics: Food,Government & Politics,0,NA,NA,NA
Home Economics: Food,Gujarati,0,NA,NA,NA
Home Economics: Food,History,0,NA,NA,NA
Home Economics: Food,History of Art,0,NA,NA,NA
Home Economics: Food,Information & Communications Technology,0,NA,NA,NA
Home Economics: Food,Irish,0,NA,NA,NA
Home Economics: Food,Italian,0,NA,NA,NA
Home Economics: Food,Japanese,0,NA,NA,NA
Home Economics: Food,Latin,0,NA,NA,NA
Home Economics: Food,Law,0,NA,NA,NA
Home Economics: Food,Logic/ Philosophy,0,NA,NA,NA
Home Economics: Food,Mathematics,0,NA,NA,NA
Home Economics: Food,Mathematics (Further),0,NA,NA,NA
Home Economics: Food,Mathematics (Statistics),0,NA,NA,NA
Home Economics: Food,Media/Film/Tv Studies,0,NA,NA,NA
Home Economics: Food,Modern Greek,0,NA,NA,NA
Home Economics: Food,Modern Hebrew,0,NA,NA,NA
Home Economics: Food,Music,0,NA,NA,NA
Home Economics: Food,Music Technology,0,NA,NA,NA
Home Economics: Food,Other Classical Languages,0,NA,NA,NA
Home Economics: Food,Persian,0,NA,NA,NA
Home Economics: Food,Physical Education/Sports Studies,0,NA,NA,NA
Home Economics: Food,Physics,0,NA,NA,NA
Home Economics: Food,Polish,0,NA,NA,NA
Home Economics: Food,Portuguese,0,NA,NA,NA
Home Economics: Food,Psychology,0,NA,NA,NA
Home Economics: Food,Punjabi,0,NA,NA,NA
Home Economics: Food,Religious Studies,0,NA,NA,NA
Home Economics: Food,Russian,0,NA,NA,NA
Home Economics: Food,Sociology,0,NA,NA,NA
Home Economics: Food,Spanish,0,NA,NA,NA
Home Economics: Food,Turkish,0,NA,NA,NA
Home Economics: Food,Urdu,0,NA,NA,NA
Information & Communications Technology,Accounting/Finance,0,NA,NA,NA
Information & Communications Technology,Ancient History,0,NA,NA,NA
Information & Communications Technology,Arabic,0,NA,NA,NA
Information & Communications Technology,Art & Design,0,NA,NA,NA
Information & Communications Technology,Art & Design (3d Studies),0,NA,NA,NA
Information & Communications Technology,Art & Design (Critical Studies),0,NA,NA,NA
Information & Communications Technology,Art & Design (Fine Art),0,NA,NA,NA
Information & Communications Technology,Art & Design (Graphics),0,NA,NA,NA
Information & Communications Technology,Art & Design (Photography),0,NA,NA,NA
Information & Communications Technology,Art & Design (Textiles),0,NA,NA,NA
Information & Communications Technology,Bengali,0,NA,NA,NA
Information & Communications Technology,Biology,0,NA,NA,NA
Information & Communications Technology,Business  Studies:Single,0,NA,NA,NA
Information & Communications Technology,Chemistry,0,NA,NA,NA
Information & Communications Technology,Chinese,0,NA,NA,NA
Information & Communications Technology,Classical Civilisation,0,NA,NA,NA
Information & Communications Technology,Classical Greek,0,NA,NA,NA
Information & Communications Technology,Computer Studies/Computing,0,NA,NA,NA
Information & Communications Technology,D&T Engineering,0,NA,NA,NA
Information & Communications Technology,D&T Product Design,0,NA,NA,NA
Information & Communications Technology,D&T Textiles Technology,0,NA,NA,NA
Information & Communications Technology,Dance,0,NA,NA,NA
Information & Communications Technology,Design & Technology,0,NA,NA,NA
Information & Communications Technology,Drama & Theatre Studies,0,NA,NA,NA
Information & Communications Technology,Economics,0,NA,NA,NA
Information & Communications Technology,Electronics,0,NA,NA,NA
Information & Communications Technology,English Language,0,NA,NA,NA
Information & Communications Technology,English Language & Literature,0,NA,NA,NA
Information & Communications Technology,English Literature,0,NA,NA,NA
Information & Communications Technology,Environmental Science,0,NA,NA,NA
Information & Communications Technology,Film Studies,0,NA,NA,NA
Information & Communications Technology,French,0,NA,NA,NA
Information & Communications Technology,Geography,0,NA,NA,NA
