"subject_1","Grade_1","subject_2","number_students","PPE_TakingSubj2","PPE_NOTTakingSubj2"
"French","U","German",201,"z","z"
"French","U","Government & Politics",504,"z","z"
"French","U","Gujarati",0,"z","z"
"French","U","History",1231,"z","z"
"French","U","History of Art",59,"z","z"
"French","U","Home Economics: Food",0,"z","z"
"French","U","Information & Communications Technology",0,"z","z"
"French","U","Irish",0,"z","z"
"French","U","Italian",56,"z","z"
"French","U","Japanese",3,"z","z"
"French","U","Latin",122,"z","z"
"French","U","Law",133,"z","z"
"French","U","Logic/ Philosophy",83,"z","z"
"French","U","Mathematics",1637,"z","z"
"French","U","Mathematics (Further)",210,"z","z"
"French","U","Mathematics (Statistics)",4,"z","z"
"French","U","Media/Film/Tv Studies",109,"z","z"
"French","U","Modern Greek",3,"z","z"
"French","U","Modern Hebrew",0,"z","z"
"French","U","Music",187,"z","z"
"French","U","Music Technology",28,"z","z"
"French","U","Other Classical Languages",1,"z","z"
"French","U","Persian",1,"z","z"
"French","U","Physical Education/Sports Studies",116,"z","z"
"French","U","Physics",359,"z","z"
"French","U","Polish",13,"z","z"
"French","U","Portuguese",9,"z","z"
"French","U","Psychology",1004,"z","z"
"French","U","Punjabi",0,"z","z"
"French","U","Religious Studies",302,"z","z"
"French","U","Russian",38,"z","z"
"French","U","Sociology",395,"z","z"
"French","U","Spanish",675,"z","z"
"French","U","Turkish",4,"z","z"
"French","U","Urdu",0,"z","z"
"Geography","*","Accounting/Finance",1,"z","z"
"Geography","*","Ancient History",2,"z","z"
"Geography","*","Arabic",0,"z","z"
"Geography","*","Art & Design",14,"z","z"
"Geography","*","Art & Design (3d Studies)",5,"z","z"
"Geography","*","Art & Design (Critical Studies)",1,"z","z"
"Geography","*","Art & Design (Fine Art)",61,"z","z"
"Geography","*","Art & Design (Graphics)",5,"z","z"
"Geography","*","Art & Design (Photography)",12,"z","z"
"Geography","*","Art & Design (Textiles)",6,"z","z"
"Geography","*","Bengali",0,"z","z"
"Geography","*","Biology",652,"z","z"
"Geography","*","Business  Studies:Single",125,"z","z"
"Geography","*","Chemistry",388,"z","z"
"Geography","*","Chinese",10,"z","z"
"Geography","*","Classical Civilisation",26,"z","z"
"Geography","*","Classical Greek",0,"z","z"
"Geography","*","Computer Studies/Computing",21,"z","z"
"Geography","*","D&T Engineering",1,"z","z"
"Geography","*","D&T Product Design",23,"z","z"
"Geography","*","D&T Textiles Technology",3,"z","z"
"Geography","*","Dance",0,"z","z"
"Geography","*","Design & Technology",0,"z","z"
"Geography","*","Drama & Theatre Studies",39,"z","z"
"Geography","*","Economics",454,"z","z"
"Geography","*","Electronics",1,"z","z"
"Geography","*","English Language",41,"z","z"
"Geography","*","English Language & Literature",25,"z","z"
"Geography","*","English Literature",270,"z","z"
"Geography","*","Environmental Science",19,"z","z"
"Geography","*","Film Studies",9,"z","z"
"Geography","*","French",77,"z","z"
"Geography","*","Geology",8,"z","z"
"Geography","*","German",36,"z","z"
"Geography","*","Government & Politics",186,"z","z"
"Geography","*","Gujarati",0,"z","z"
"Geography","*","History",300,"z","z"
"Geography","*","History of Art",7,"z","z"
"Geography","*","Home Economics: Food",0,"z","z"
"Geography","*","Information & Communications Technology",0,"z","z"
"Geography","*","Irish",0,"z","z"
"Geography","*","Italian",2,"z","z"
"Geography","*","Japanese",0,"z","z"
"Geography","*","Latin",7,"z","z"
"Geography","*","Law",17,"z","z"
"Geography","*","Logic/ Philosophy",18,"z","z"
"Geography","*","Mathematics",678,"z","z"
"Geography","*","Mathematics (Further)",87,"z","z"
"Geography","*","Mathematics (Statistics)",1,"z","z"
"Geography","*","Media/Film/Tv Studies",20,"z","z"
"Geography","*","Modern Greek",0,"z","z"
"Geography","*","Modern Hebrew",0,"z","z"
"Geography","*","Music",18,"z","z"
"Geography","*","Music Technology",0,"z","z"
"Geography","*","Other Classical Languages",0,"z","z"
"Geography","*","Persian",0,"z","z"
"Geography","*","Physical Education/Sports Studies",67,"z","z"
"Geography","*","Physics",125,"z","z"
"Geography","*","Polish",1,"z","z"
"Geography","*","Portuguese",0,"z","z"
"Geography","*","Psychology",297,"z","z"
"Geography","*","Punjabi",0,"z","z"
"Geography","*","Religious Studies",86,"z","z"
"Geography","*","Russian",4,"z","z"
"Geography","*","Sociology",118,"z","z"
"Geography","*","Spanish",72,"z","z"
"Geography","*","Turkish",3,"z","z"
"Geography","*","Urdu",0,"z","z"
"Geography","A","Accounting/Finance",7,"z","z"
"Geography","A","Ancient History",13,"z","z"
"Geography","A","Arabic",1,"z","z"
"Geography","A","Art & Design",93,"z","z"
"Geography","A","Art & Design (3d Studies)",22,"z","z"
"Geography","A","Art & Design (Critical Studies)",2,"z","z"
"Geography","A","Art & Design (Fine Art)",269,"z","z"
"Geography","A","Art & Design (Graphics)",41,"z","z"
"Geography","A","Art & Design (Photography)",67,"z","z"
"Geography","A","Art & Design (Textiles)",38,"z","z"
"Geography","A","Bengali",1,"z","z"
"Geography","A","Biology",2416,"z","z"
"Geography","A","Business  Studies:Single",743,"z","z"
"Geography","A","Chemistry",1197,"z","z"
"Geography","A","Chinese",22,"z","z"
"Geography","A","Classical Civilisation",76,"z","z"
"Geography","A","Classical Greek",0,"z","z"
"Geography","A","Computer Studies/Computing",118,"z","z"
"Geography","A","D&T Engineering",4,"z","z"
"Geography","A","D&T Product Design",138,"z","z"
"Geography","A","D&T Textiles Technology",12,"z","z"
"Geography","A","Dance",6,"z","z"
"Geography","A","Design & Technology",0,"z","z"
"Geography","A","Drama & Theatre Studies",116,"z","z"
"Geography","A","Economics",1571,"z","z"
"Geography","A","Electronics",2,"z","z"
"Geography","A","English Language",192,"z","z"
"Geography","A","English Language & Literature",118,"z","z"
"Geography","A","English Literature",921,"z","z"
"Geography","A","Environmental Science",126,"z","z"
"Geography","A","Film Studies",43,"z","z"
"Geography","A","French",252,"z","z"
"Geography","A","Geology",50,"z","z"
"Geography","A","German",91,"z","z"
"Geography","A","Government & Politics",627,"z","z"
"Geography","A","Gujarati",0,"z","z"
"Geography","A","History",1043,"z","z"
"Geography","A","History of Art",24,"z","z"
"Geography","A","Home Economics: Food",0,"z","z"
"Geography","A","Information & Communications Technology",0,"z","z"
"Geography","A","Irish",0,"z","z"
"Geography","A","Italian",7,"z","z"
"Geography","A","Japanese",1,"z","z"
"Geography","A","Latin",17,"z","z"
"Geography","A","Law",79,"z","z"
"Geography","A","Logic/ Philosophy",61,"z","z"
"Geography","A","Mathematics",2367,"z","z"
"Geography","A","Mathematics (Further)",209,"z","z"
"Geography","A","Mathematics (Statistics)",8,"z","z"
"Geography","A","Media/Film/Tv Studies",98,"z","z"
"Geography","A","Modern Greek",0,"z","z"
"Geography","A","Modern Hebrew",0,"z","z"
"Geography","A","Music",81,"z","z"
"Geography","A","Music Technology",6,"z","z"
"Geography","A","Other Classical Languages",0,"z","z"
"Geography","A","Persian",0,"z","z"
"Geography","A","Physical Education/Sports Studies",364,"z","z"
"Geography","A","Physics",548,"z","z"
"Geography","A","Polish",9,"z","z"
"Geography","A","Portuguese",2,"z","z"
"Geography","A","Psychology",1318,"z","z"
"Geography","A","Punjabi",2,"z","z"
"Geography","A","Religious Studies",323,"z","z"
"Geography","A","Russian",14,"z","z"
"Geography","A","Sociology",457,"z","z"
"Geography","A","Spanish",235,"z","z"
"Geography","A","Turkish",5,"z","z"
"Geography","A","Urdu",0,"z","z"
"Geography","All","Accounting/Finance",106,"30.44","38.16"
"Geography","All","Ancient History",57,"36.77","38.15"
"Geography","All","Arabic",8,"32.5","33.16"
"Geography","All","Art & Design",435,"33.71","34.49"
"Geography","All","Art & Design (3d Studies)",203,"33.62","38.4"
"Geography","All","Art & Design (Critical Studies)",6,"39.44","35.11"
"Geography","All","Art & Design (Fine Art)",1060,"36.6","36.25"
"Geography","All","Art & Design (Graphics)",348,"28.23","33.98"
"Geography","All","Art & Design (Photography)",626,"30.36","36.93"
"Geography","All","Art & Design (Textiles)",176,"30.18","32.34"
"Geography","All","Bengali",2,"34.81","35.47"
"Geography","All","Biology",7458,"44.18","38.89"
"Geography","All","Business  Studies:Single",4937,"30.79","34.57"
"Geography","All","Chemistry",3081,"46.19","39.34"
"Geography","All","Chinese",58,"40.77","35.73"
"Geography","All","Classical Civilisation",247,"43.11","39.59"
"Geography","All","Classical Greek",0,NA,"35.96"
"Geography","All","Computer Studies/Computing",773,"33.87","37.17"
"Geography","All","D&T Engineering",41,"32.4","37.82"
"Geography","All","D&T Product Design",1094,"36.43","40.64"
"Geography","All","D&T Textiles Technology",45,"37.07","35.17"
"Geography","All","Dance",40,"28.91","31.95"
"Geography","All","Design & Technology",0,NA,"39.45"
"Geography","All","Drama & Theatre Studies",413,"36.68","34.98"
"Geography","All","Economics",5100,"38.51","34.8"
"Geography","All","Electronics",20,"24.39","31.01"
"Geography","All","English Language",954,"31.95","33.56"
"Geography","All","English Language & Literature",457,"34.33","34.88"
"Geography","All","English Literature",2598,"43.83","39.8"
"Geography","All","Environmental Science",685,"29.2","31.65"
"Geography","All","Film Studies",302,"27.01","31.99"
"Geography","All","French",549,"43.35","36.97"
"Geography","All","Geology",359,"33.22","36.09"
"Geography","All","German",180,"37.78","30.81"
"Geography","All","Government & Politics",1827,"34.92","31.58"
"Geography","All","Gujarati",0,NA,"31.5"
"Geography","All","History",3003,"41.01","37.45"
"Geography","All","History of Art",44,"42.99","34.2"
"Geography","All","Home Economics: Food",0,NA,"33.52"
"Geography","All","Information & Communications Technology",0,NA,"40.15"
"Geography","All","Irish",0,NA,"35.49"
"Geography","All","Italian",25,"40.53","40.36"
"Geography","All","Japanese",7,"32.1","32.05"
"Geography","All","Latin",27,"44.47","32.62"
"Geography","All","Law",609,"27.73","32.08"
"Geography","All","Logic/ Philosophy",177,"33.36","30.73"
"Geography","All","Mathematics",6443,"40.21","34.55"
"Geography","All","Mathematics (Further)",351,"41.64","30.57"
"Geography","All","Mathematics (Statistics)",77,"27.8","34.63"
"Geography","All","Media/Film/Tv Studies",859,"34.5","40.22"
"Geography","All","Modern Greek",5,"34.27","39.93"
"Geography","All","Modern Hebrew",2,"33.39","39.05"
"Geography","All","Music",264,"41.35","39.03"
"Geography","All","Music Technology",73,"33.26","39.51"
"Geography","All","Other Classical Languages",1,"33.93","39.59"
"Geography","All","Persian",1,"30.7","36.36"
"Geography","All","Physical Education/Sports Studies",1882,"36.57","37.24"
"Geography","All","Physics",2233,"37.19","35.98"
"Geography","All","Polish",52,"37.57","40.44"
"Geography","All","Portuguese",8,"37.56","39.47"
"Geography","All","Psychology",6141,"40.72","40.6"
"Geography","All","Punjabi",7,"35","39.23"
"Geography","All","Religious Studies",1059,"42.4","39.88"
"Geography","All","Russian",35,"37.47","32.85"
"Geography","All","Sociology",2743,"30.93","33.84"
"Geography","All","Spanish",580,"39.88","34.51"
"Geography","All","Turkish",14,"43.27","40.47"
"Geography","All","Urdu",0,NA,"38.28"
"Geography","B","Accounting/Finance",34,"z","z"
"Geography","B","Ancient History",25,"z","z"
"Geography","B","Arabic",5,"z","z"
"Geography","B","Art & Design",235,"z","z"
"Geography","B","Art & Design (3d Studies)",83,"z","z"
"Geography","B","Art & Design (Critical Studies)",4,"z","z"
"Geography","B","Art & Design (Fine Art)",608,"z","z"
"Geography","B","Art & Design (Graphics)",135,"z","z"
"Geography","B","Art & Design (Photography)",219,"z","z"
"Geography","B","Art & Design (Textiles)",83,"z","z"
"Geography","B","Bengali",1,"z","z"
"Geography","B","Biology",4768,"z","z"
"Geography","B","Business  Studies:Single",2088,"z","z"
"Geography","B","Chemistry",2109,"z","z"
"Geography","B","Chinese",44,"z","z"
"Geography","B","Classical Civilisation",146,"z","z"
"Geography","B","Classical Greek",0,"z","z"
"Geography","B","Computer Studies/Computing",347,"z","z"
"Geography","B","D&T Engineering",10,"z","z"
"Geography","B","D&T Product Design",456,"z","z"
"Geography","B","D&T Textiles Technology",29,"z","z"
"Geography","B","Dance",21,"z","z"
"Geography","B","Design & Technology",0,"z","z"
"Geography","B","Drama & Theatre Studies",249,"z","z"
"Geography","B","Economics",3164,"z","z"
"Geography","B","Electronics",5,"z","z"
"Geography","B","English Language",469,"z","z"
"Geography","B","English Language & Literature",238,"z","z"
"Geography","B","English Literature",1641,"z","z"
"Geography","B","Environmental Science",338,"z","z"
"Geography","B","Film Studies",115,"z","z"
"Geography","B","French",404,"z","z"
"Geography","B","Geology",165,"z","z"
"Geography","B","German",145,"z","z"
"Geography","B","Government & Politics",1258,"z","z"
"Geography","B","Gujarati",0,"z","z"
"Geography","B","History",1935,"z","z"
"Geography","B","History of Art",35,"z","z"
"Geography","B","Home Economics: Food",0,"z","z"
"Geography","B","Information & Communications Technology",0,"z","z"
"Geography","B","Irish",0,"z","z"
"Geography","B","Italian",13,"z","z"
"Geography","B","Japanese",3,"z","z"
"Geography","B","Latin",25,"z","z"
"Geography","B","Law",253,"z","z"
"Geography","B","Logic/ Philosophy",107,"z","z"
"Geography","B","Mathematics",4391,"z","z"
"Geography","B","Mathematics (Further)",309,"z","z"
"Geography","B","Mathematics (Statistics)",22,"z","z"
"Geography","B","Media/Film/Tv Studies",291,"z","z"
"Geography","B","Modern Greek",1,"z","z"
"Geography","B","Modern Hebrew",1,"z","z"
"Geography","B","Music",154,"z","z"
"Geography","B","Music Technology",24,"z","z"
"Geography","B","Other Classical Languages",0,"z","z"
"Geography","B","Persian",0,"z","z"
"Geography","B","Physical Education/Sports Studies",980,"z","z"
"Geography","B","Physics",1253,"z","z"
"Geography","B","Polish",24,"z","z"
"Geography","B","Portuguese",5,"z","z"
"Geography","B","Psychology",3144,"z","z"
"Geography","B","Punjabi",3,"z","z"
"Geography","B","Religious Studies",609,"z","z"
"Geography","B","Russian",26,"z","z"
"Geography","B","Sociology",1258,"z","z"
"Geography","B","Spanish",407,"z","z"
"Geography","B","Turkish",8,"z","z"
"Geography","B","Urdu",0,"z","z"
"Geography","C","Accounting/Finance",63,"z","z"
"Geography","C","Ancient History",46,"z","z"
"Geography","C","Arabic",7,"z","z"
"Geography","C","Art & Design",362,"z","z"
"Geography","C","Art & Design (3d Studies)",139,"z","z"
"Geography","C","Art & Design (Critical Studies)",5,"z","z"
"Geography","C","Art & Design (Fine Art)",831,"z","z"
"Geography","C","Art & Design (Graphics)",221,"z","z"
"Geography","C","Art & Design (Photography)",374,"z","z"
"Geography","C","Art & Design (Textiles)",146,"z","z"
"Geography","C","Bengali",1,"z","z"
"Geography","C","Biology",6131,"z","z"
"Geography","C","Business  Studies:Single",3830,"z","z"
"Geography","C","Chemistry",2657,"z","z"
"Geography","C","Chinese",49,"z","z"
"Geography","C","Classical Civilisation",199,"z","z"
"Geography","C","Classical Greek",0,"z","z"
"Geography","C","Computer Studies/Computing",560,"z","z"
"Geography","C","D&T Engineering",31,"z","z"
"Geography","C","D&T Product Design",714,"z","z"
"Geography","C","D&T Textiles Technology",39,"z","z"
"Geography","C","Dance",31,"z","z"
"Geography","C","Design & Technology",0,"z","z"
"Geography","C","Drama & Theatre Studies",329,"z","z"
"Geography","C","Economics",4445,"z","z"
"Geography","C","Electronics",13,"z","z"
"Geography","C","English Language",779,"z","z"
"Geography","C","English Language & Literature",355,"z","z"
"Geography","C","English Literature",2202,"z","z"
"Geography","C","Environmental Science",558,"z","z"
"Geography","C","Film Studies",204,"z","z"
"Geography","C","French",461,"z","z"
"Geography","C","Geology",260,"z","z"
"Geography","C","German",169,"z","z"
"Geography","C","Government & Politics",1609,"z","z"
"Geography","C","Gujarati",0,"z","z"
"Geography","C","History",2447,"z","z"
"Geography","C","History of Art",44,"z","z"
"Geography","C","Home Economics: Food",0,"z","z"
"Geography","C","Information & Communications Technology",0,"z","z"
"Geography","C","Irish",0,"z","z"
"Geography","C","Italian",18,"z","z"
"Geography","C","Japanese",7,"z","z"
"Geography","C","Latin",29,"z","z"
"Geography","C","Law",448,"z","z"
"Geography","C","Logic/ Philosophy",148,"z","z"
"Geography","C","Mathematics",5868,"z","z"
"Geography","C","Mathematics (Further)",370,"z","z"
"Geography","C","Mathematics (Statistics)",49,"z","z"
"Geography","C","Media/Film/Tv Studies",559,"z","z"
"Geography","C","Modern Greek",4,"z","z"
"Geography","C","Modern Hebrew",1,"z","z"
"Geography","C","Music",213,"z","z"
"Geography","C","Music Technology",47,"z","z"
"Geography","C","Other Classical Languages",1,"z","z"
"Geography","C","Persian",1,"z","z"
"Geography","C","Physical Education/Sports Studies",1553,"z","z"
"Geography","C","Physics",1781,"z","z"
"Geography","C","Polish",38,"z","z"
"Geography","C","Portuguese",6,"z","z"
"Geography","C","Psychology",4551,"z","z"
"Geography","C","Punjabi",5,"z","z"
"Geography","C","Religious Studies",837,"z","z"
"Geography","C","Russian",31,"z","z"
"Geography","C","Sociology",1997,"z","z"
"Geography","C","Spanish",519,"z","z"
"Geography","C","Turkish",9,"z","z"
"Geography","C","Urdu",0,"z","z"
"Geography","D","Accounting/Finance",90,"z","z"
"Geography","D","Ancient History",49,"z","z"
"Geography","D","Arabic",7,"z","z"
"Geography","D","Art & Design",405,"z","z"
"Geography","D","Art & Design (3d Studies)",170,"z","z"
"Geography","D","Art & Design (Critical Studies)",6,"z","z"
"Geography","D","Art & Design (Fine Art)",978,"z","z"
"Geography","D","Art & Design (Graphics)",307,"z","z"
"Geography","D","Art & Design (Photography)",526,"z","z"
"Geography","D","Art & Design (Textiles)",167,"z","z"
"Geography","D","Bengali",2,"z","z"
"Geography","D","Biology",7166,"z","z"
"Geography","D","Business  Studies:Single",4439,"z","z"
"Geography","D","Chemistry",2813,"z","z"
"Geography","D","Chinese",52,"z","z"
"Geography","D","Classical Civilisation",238,"z","z"
"Geography","D","Classical Greek",0,"z","z"
"Geography","D","Computer Studies/Computing",671,"z","z"
"Geography","D","D&T Engineering",34,"z","z"
"Geography","D","D&T Product Design",973,"z","z"
"Geography","D","D&T Textiles Technology",42,"z","z"
"Geography","D","Dance",38,"z","z"
"Geography","D","Design & Technology",0,"z","z"
"Geography","D","Drama & Theatre Studies",381,"z","z"
"Geography","D","Economics",4908,"z","z"
"Geography","D","Electronics",20,"z","z"
"Geography","D","English Language",902,"z","z"
"Geography","D","English Language & Literature",419,"z","z"
"Geography","D","English Literature",2361,"z","z"
"Geography","D","Environmental Science",666,"z","z"
"Geography","D","Film Studies",289,"z","z"
"Geography","D","French",514,"z","z"
"Geography","D","Geology",332,"z","z"
"Geography","D","German",190,"z","z"
"Geography","D","Government & Politics",1884,"z","z"
"Geography","D","Gujarati",0,"z","z"
"Geography","D","History",2864,"z","z"
"Geography","D","History of Art",43,"z","z"
"Geography","D","Home Economics: Food",0,"z","z"
"Geography","D","Information & Communications Technology",0,"z","z"
"Geography","D","Irish",0,"z","z"
"Geography","D","Italian",24,"z","z"
"Geography","D","Japanese",7,"z","z"
"Geography","D","Latin",27,"z","z"
"Geography","D","Law",599,"z","z"
"Geography","D","Logic/ Philosophy",177,"z","z"
"Geography","D","Mathematics",6532,"z","z"
"Geography","D","Mathematics (Further)",357,"z","z"
"Geography","D","Mathematics (Statistics)",68,"z","z"
"Geography","D","Media/Film/Tv Studies",738,"z","z"
"Geography","D","Modern Greek",5,"z","z"
"Geography","D","Modern Hebrew",2,"z","z"
"Geography","D","Music",244,"z","z"
"Geography","D","Music Technology",60,"z","z"
"Geography","D","Other Classical Languages",1,"z","z"
"Geography","D","Persian",1,"z","z"
"Geography","D","Physical Education/Sports Studies",1766,"z","z"
"Geography","D","Physics",2145,"z","z"
"Geography","D","Polish",45,"z","z"
"Geography","D","Portuguese",7,"z","z"
"Geography","D","Psychology",5384,"z","z"
"Geography","D","Punjabi",6,"z","z"
"Geography","D","Religious Studies",955,"z","z"
"Geography","D","Russian",36,"z","z"
"Geography","D","Sociology",2567,"z","z"
"Geography","D","Spanish",581,"z","z"
"Geography","D","Turkish",12,"z","z"
"Geography","D","Urdu",0,"z","z"
"Geography","E","Accounting/Finance",104,"z","z"
"Geography","E","Ancient History",58,"z","z"
"Geography","E","Arabic",8,"z","z"
"Geography","E","Art & Design",442,"z","z"
"Geography","E","Art & Design (3d Studies)",198,"z","z"
"Geography","E","Art & Design (Critical Studies)",6,"z","z"
"Geography","E","Art & Design (Fine Art)",994,"z","z"
"Geography","E","Art & Design (Graphics)",348,"z","z"
"Geography","E","Art & Design (Photography)",609,"z","z"
"Geography","E","Art & Design (Textiles)",173,"z","z"
"Geography","E","Bengali",2,"z","z"
"Geography","E","Biology",7406,"z","z"
"Geography","E","Business  Studies:Single",5033,"z","z"
"Geography","E","Chemistry",2918,"z","z"
"Geography","E","Chinese",55,"z","z"
"Geography","E","Classical Civilisation",232,"z","z"
"Geography","E","Classical Greek",0,"z","z"
"Geography","E","Computer Studies/Computing",746,"z","z"
"Geography","E","D&T Engineering",38,"z","z"
"Geography","E","D&T Product Design",1059,"z","z"
"Geography","E","D&T Textiles Technology",44,"z","z"
"Geography","E","Dance",44,"z","z"
"Geography","E","Design & Technology",0,"z","z"
"Geography","E","Drama & Theatre Studies",420,"z","z"
"Geography","E","Economics",5253,"z","z"
"Geography","E","Electronics",20,"z","z"
"Geography","E","English Language",982,"z","z"
"Geography","E","English Language & Literature",443,"z","z"
"Geography","E","English Literature",2353,"z","z"
"Geography","E","Environmental Science",719,"z","z"
"Geography","E","Film Studies",301,"z","z"
"Geography","E","French",527,"z","z"
"Geography","E","Geology",341,"z","z"
"Geography","E","German",185,"z","z"
"Geography","E","Government & Politics",1860,"z","z"
"Geography","E","Gujarati",0,"z","z"
"Geography","E","History",2879,"z","z"
"Geography","E","History of Art",45,"z","z"
"Geography","E","Home Economics: Food",0,"z","z"
"Geography","E","Information & Communications Technology",0,"z","z"
"Geography","E","Irish",0,"z","z"
"Geography","E","Italian",22,"z","z"
"Geography","E","Japanese",7,"z","z"
"Geography","E","Latin",27,"z","z"
"Geography","E","Law",586,"z","z"
"Geography","E","Logic/ Philosophy",191,"z","z"
"Geography","E","Mathematics",6305,"z","z"
"Geography","E","Mathematics (Further)",373,"z","z"
"Geography","E","Mathematics (Statistics)",74,"z","z"
"Geography","E","Media/Film/Tv Studies",782,"z","z"
"Geography","E","Modern Greek",5,"z","z"
"Geography","E","Modern Hebrew",2,"z","z"
"Geography","E","Music",267,"z","z"
"Geography","E","Music Technology",69,"z","z"
"Geography","E","Other Classical Languages",1,"z","z"
"Geography","E","Persian",1,"z","z"
"Geography","E","Physical Education/Sports Studies",1819,"z","z"
"Geography","E","Physics",2192,"z","z"
"Geography","E","Polish",50,"z","z"
"Geography","E","Portuguese",7,"z","z"
"Geography","E","Psychology",6025,"z","z"
"Geography","E","Punjabi",6,"z","z"
"Geography","E","Religious Studies",1035,"z","z"
"Geography","E","Russian",35,"z","z"
"Geography","E","Sociology",2841,"z","z"
"Geography","E","Spanish",599,"z","z"
"Geography","E","Turkish",13,"z","z"
"Geography","E","Urdu",0,"z","z"
"Geography","U","Accounting/Finance",107,"z","z"
"Geography","U","Ancient History",54,"z","z"
"Geography","U","Arabic",8,"z","z"
"Geography","U","Art & Design",460,"z","z"
"Geography","U","Art & Design (3d Studies)",188,"z","z"
"Geography","U","Art & Design (Critical Studies)",6,"z","z"
"Geography","U","Art & Design (Fine Art)",1056,"z","z"
"Geography","U","Art & Design (Graphics)",354,"z","z"
"Geography","U","Art & Design (Photography)",601,"z","z"
"Geography","U","Art & Design (Textiles)",181,"z","z"
"Geography","U","Bengali",2,"z","z"
"Geography","U","Biology",7236,"z","z"
"Geography","U","Business  Studies:Single",4854,"z","z"
"Geography","U","Chemistry",2944,"z","z"
"Geography","U","Chinese",60,"z","z"
"Geography","U","Classical Civilisation",227,"z","z"
"Geography","U","Classical Greek",0,"z","z"
"Geography","U","Computer Studies/Computing",726,"z","z"
"Geography","U","D&T Engineering",38,"z","z"
"Geography","U","D&T Product Design",1036,"z","z"
"Geography","U","D&T Textiles Technology",46,"z","z"
"Geography","U","Dance",40,"z","z"
"Geography","U","Design & Technology",0,"z","z"
"Geography","U","Drama & Theatre Studies",428,"z","z"
"Geography","U","Economics",5168,"z","z"
"Geography","U","Electronics",21,"z","z"
"Geography","U","English Language",1016,"z","z"
"Geography","U","English Language & Literature",478,"z","z"
"Geography","U","English Literature",2502,"z","z"
"Geography","U","Environmental Science",682,"z","z"
"Geography","U","Film Studies",328,"z","z"
"Geography","U","French",567,"z","z"
"Geography","U","Geology",344,"z","z"
"Geography","U","German",196,"z","z"
"Geography","U","Government & Politics",1928,"z","z"
"Geography","U","Gujarati",0,"z","z"
"Geography","U","History",2973,"z","z"
"Geography","U","History of Art",45,"z","z"
"Geography","U","Home Economics: Food",0,"z","z"
"Geography","U","Information & Communications Technology",0,"z","z"
"Geography","U","Irish",0,"z","z"
"Geography","U","Italian",25,"z","z"
"Geography","U","Japanese",7,"z","z"
"Geography","U","Latin",29,"z","z"
"Geography","U","Law",652,"z","z"
"Geography","U","Logic/ Philosophy",187,"z","z"
"Geography","U","Mathematics",6231,"z","z"
"Geography","U","Mathematics (Further)",380,"z","z"
"Geography","U","Mathematics (Statistics)",79,"z","z"
"Geography","U","Media/Film/Tv Studies",839,"z","z"
"Geography","U","Modern Greek",5,"z","z"
"Geography","U","Modern Hebrew",2,"z","z"
"Geography","U","Music",246,"z","z"
"Geography","U","Music Technology",72,"z","z"
"Geography","U","Other Classical Languages",1,"z","z"
"Geography","U","Persian",1,"z","z"
"Geography","U","Physical Education/Sports Studies",1883,"z","z"
"Geography","U","Physics",2168,"z","z"
"Geography","U","Polish",50,"z","z"
"Geography","U","Portuguese",8,"z","z"
"Geography","U","Psychology",5718,"z","z"
"Geography","U","Punjabi",7,"z","z"
"Geography","U","Religious Studies",976,"z","z"
"Geography","U","Russian",35,"z","z"
"Geography","U","Sociology",2664,"z","z"
"Geography","U","Spanish",598,"z","z"
"Geography","U","Turkish",13,"z","z"
"Geography","U","Urdu",0,"z","z"
"Geology","*","Accounting/Finance",0,"z","z"
"Geology","*","Ancient History",0,"z","z"
"Geology","*","Arabic",0,"z","z"
"Geology","*","Art & Design",2,"z","z"
"Geology","*","Art & Design (3d Studies)",2,"z","z"
"Geology","*","Art & Design (Critical Studies)",0,"z","z"
"Geology","*","Art & Design (Fine Art)",0,"z","z"
"Geology","*","Art & Design (Graphics)",0,"z","z"
"Geology","*","Art & Design (Photography)",0,"z","z"
"Geology","*","Art & Design (Textiles)",0,"z","z"
"Geology","*","Bengali",0,"z","z"
"Geology","*","Biology",39,"z","z"
"Geology","*","Business  Studies:Single",1,"z","z"
"Geology","*","Chemistry",40,"z","z"
"Geology","*","Chinese",1,"z","z"
"Geology","*","Classical Civilisation",1,"z","z"
"Geology","*","Classical Greek",0,"z","z"
"Geology","*","Computer Studies/Computing",2,"z","z"
"Geology","*","D&T Engineering",0,"z","z"
"Geology","*","D&T Product Design",1,"z","z"
"Geology","*","D&T Textiles Technology",0,"z","z"
"Geology","*","Dance",0,"z","z"
"Geology","*","Design & Technology",0,"z","z"
"Geology","*","Drama & Theatre Studies",2,"z","z"
"Geology","*","Economics",4,"z","z"
"Geology","*","Electronics",0,"z","z"
"Geology","*","English Language",1,"z","z"
"Geology","*","English Language & Literature",0,"z","z"
"Geology","*","English Literature",3,"z","z"
"Geology","*","Environmental Science",5,"z","z"
"Geology","*","Film Studies",0,"z","z"
"Geology","*","French",1,"z","z"
"Geology","*","Geography",14,"z","z"
"Geology","*","German",1,"z","z"
"Geology","*","Government & Politics",2,"z","z"
"Geology","*","Gujarati",0,"z","z"
"Geology","*","History",6,"z","z"
"Geology","*","History of Art",0,"z","z"
"Geology","*","Home Economics: Food",0,"z","z"
"Geology","*","Information & Communications Technology",0,"z","z"
"Geology","*","Irish",0,"z","z"
"Geology","*","Italian",0,"z","z"
"Geology","*","Japanese",0,"z","z"
"Geology","*","Latin",0,"z","z"
